Estimated_Claim_Amount,Fraud_Flag,Litigation_Flag,Age_of_Driver,Vehicle_Age,Annual_Mileage,Driving_Experience_Years,Accident_Settlement_days,days_to_fnol,driver_risk_score,vehicle_risk,Claim_Type,Claim_Complexity,Region,Vehicle_Type,Status,Severity_Band,Gender,Occupation,ThirdParty_Role,TP_Injury_Severity
7432,0,1,74,15,18969,56,67,3,0,1,Collision,Low,Bristol,Motorcycle,settled,Moderate,Female,Retired,Unknown,No Injury
2000,1,1,46,0,18728,27,77,0,0,0,Collision,Low,Cardiff,Hatchback,settled,Minor,Male,Self-Employed,Unknown,No Injury
91824,0,0,45,20,13672,26,57,2,0,1,Fire,Low,Liverpool,Sedan,settled,Major,Female,Self-Employed,Unknown,No Injury
2685,0,0,23,3,7897,1,55,3,2,0,Vandalism,Low,Manchester,SUV,settled,Moderate,Male,Employed,Unknown,No Injury
1675,0,0,59,18,10779,39,81,0,0,1,Collision,Low,Edinburgh,Sedan,settled,Minor,Male,Unemployed,Unknown,No Injury
2675,0,0,59,14,6860,39,85,0,0,1,Collision,Low,Glasgow,SUV,settled,Minor,Female,Self-Employed,Driver,Minor
1627,0,0,31,5,11749,11,71,0,0,0,Collision,Low,Newcastle,Hatchback,settled,Minor,Female,Self-Employed,Unknown,No Injury
11090,0,0,23,3,16276,5,197,1,1,0,Collision,Medium,Glasgow,Coupe,settled,Major,Male,Self-Employed,Unknown,No Injury
6814,0,0,27,18,5171,7,68,6,0,1,Collision,Low,Leeds,Van,settled,Moderate,Female,Employed,Pedestrian,Minor
241334,0,0,41,20,16096,22,119,0,0,1,Fire,Medium,Manchester,SUV,settled,Severe,Male,Self-Employed,Unknown,No Injury
1481,0,0,49,8,15772,29,181,5,0,0,Collision,Medium,Manchester,SUV,settled,Minor,Female,Student,Driver,Minor
3158,0,0,35,8,12517,16,70,2,0,0,Weather,Low,Manchester,Hatchback,settled,Minor,Female,Employed,Unknown,No Injury
10576,0,1,60,11,17284,41,341,2,0,1,Collision,High,Birmingham,Coupe,settled,Major,Female,Self-Employed,Passenger,Minor
1734,0,0,37,6,15255,18,56,1,0,0,Other,Low,Liverpool,SUV,settled,Minor,Female,Employed,Unknown,No Injury
2556,0,1,71,19,6616,52,57,1,0,1,Vandalism,Low,Bristol,Sedan,settled,Moderate,Female,Retired,Unknown,No Injury
5045,0,0,67,20,12673,49,79,0,0,1,Collision,Low,Liverpool,Sedan,settled,Moderate,Female,Retired,Unknown,No Injury
2353,0,0,61,12,15460,39,52,0,0,1,Weather,Low,Newcastle,Motorcycle,settled,Minor,Male,Employed,Unknown,No Injury
39868,0,1,65,2,9598,46,457,0,0,0,Collision,High,Glasgow,Hatchback,settled,Severe,Female,Retired,Unknown,No Injury
61571,0,0,27,5,13054,8,55,0,0,0,Fire,Low,Manchester,Hatchback,settled,Major,Female,Employed,Unknown,No Injury
1801,0,0,22,20,9700,4,54,2,2,1,Collision,Low,Cardiff,Sedan,settled,Minor,Male,Student,Unknown,No Injury
12350,0,1,56,11,9272,37,62,2,0,1,Fire,Low,Manchester,Sedan,settled,Minor,Female,Self-Employed,Driver,Minor
2218,0,0,66,19,19068,45,76,0,0,1,Vandalism,Low,Edinburgh,Motorcycle,settled,Moderate,Female,Retired,Unknown,No Injury
3517,0,0,23,14,5975,2,75,7,2,1,Collision,Low,Glasgow,Van,settled,Minor,Male,Employed,Unknown,No Injury
1603,0,0,70,20,12330,51,178,2,0,1,Collision,Medium,Bristol,Sedan,settled,Minor,Female,Retired,Unknown,No Injury
2320,0,0,75,19,13937,57,71,3,0,1,Collision,Low,Cardiff,Sedan,settled,Minor,Female,Retired,Unknown,No Injury
19192,0,0,39,6,9165,20,108,0,0,0,Other,Low,London,SUV,settled,Major,Male,Student,Pedestrian,Minor
4680,0,0,73,6,10725,54,72,0,0,0,Weather,Low,Cardiff,SUV,settled,Minor,Male,Employed,Pedestrian,Minor
828,0,0,31,14,17862,10,911,0,0,1,Vandalism,Low,Birmingham,Sedan,open,Minor,Female,Employed,Unknown,No Injury
44927,0,0,29,19,10545,9,64,2,0,1,Theft,Low,Bristol,Coupe,settled,Major,Male,Student,Driver,Minor
2941,0,0,43,14,14466,23,35,3,0,1,Collision,Low,Bristol,Van,settled,Minor,Male,Employed,Unknown,No Injury
3568,0,0,20,8,15329,2,166,2,2,0,Collision,Medium,Leeds,Sedan,settled,Moderate,Female,Unemployed,Driver,Minor
6090,0,0,73,16,6832,55,70,0,0,1,Theft,Low,Cardiff,Sedan,settled,Minor,Female,Retired,Unknown,No Injury
12790,0,0,18,15,16649,0,74,1,2,1,Other,Low,London,Motorcycle,settled,Major,Male,Student,Unknown,No Injury
11276,0,0,39,3,9835,17,87,2,0,0,Collision,Low,Leeds,SUV,settled,Major,Male,Self-Employed,Pedestrian,Minor
2678,0,0,56,3,11353,38,67,0,0,0,Collision,Low,Newcastle,Sedan,settled,Minor,Female,Employed,Unknown,No Injury
1382,0,0,65,14,6513,47,75,0,0,1,Vandalism,Low,Newcastle,Hatchback,settled,Minor,Female,Retired,Unknown,No Injury
2302,0,0,67,16,12780,48,39,1,0,1,Collision,Low,London,Motorcycle,settled,Minor,Female,Retired,Unknown,No Injury
18019,0,0,77,0,11580,59,54,1,0,0,Fire,Low,Bristol,SUV,settled,Minor,Male,Retired,Unknown,No Injury
10525,0,0,72,5,13470,53,105,1,0,0,Theft,Medium,Leeds,Sedan,settled,Moderate,Female,Unemployed,Passenger,Minor
25318,0,0,65,17,15020,45,170,0,0,1,Weather,Medium,Edinburgh,Hatchback,settled,Major,Female,Self-Employed,Unknown,No Injury
6246,0,0,57,2,13315,35,55,2,0,0,Vandalism,Low,Birmingham,Sedan,settled,Moderate,Male,Retired,Unknown,No Injury
102685,1,0,42,8,13520,23,121,0,0,0,Collision,Medium,Liverpool,Sedan,settled,Catastrophic,Female,Employed,Unknown,No Injury
3335,0,0,37,18,12349,18,51,3,0,1,Collision,Low,Glasgow,SUV,settled,Moderate,Male,Employed,Unknown,No Injury
2555,0,1,27,9,7799,7,51,2,0,0,Collision,Low,London,Hatchback,settled,Minor,Male,Student,Unknown,No Injury
5433,0,0,59,0,18451,38,183,3,0,0,Weather,Medium,Liverpool,Hatchback,settled,Moderate,Female,Employed,Unknown,No Injury
1053,0,0,72,0,9990,53,83,0,0,0,Vandalism,Low,Leeds,Hatchback,settled,Minor,Male,Self-Employed,Unknown,No Injury
1871,0,0,59,19,9018,39,47,0,0,1,Collision,Low,Cardiff,Sedan,settled,Minor,Male,Employed,Unknown,No Injury
1457,0,0,43,20,8892,25,31,0,0,1,Collision,Low,Bristol,SUV,settled,Minor,Male,Employed,Unknown,No Injury
4821,0,1,74,3,7475,55,-1717,0,0,0,Collision,Low,Cardiff,Hatchback,open,Moderate,Male,Retired,Unknown,No Injury
1595,0,1,49,14,9412,31,69,1,0,1,Collision,Low,Leeds,Hatchback,settled,Minor,Female,Self-Employed,Driver,Minor
4116,0,0,43,10,13986,22,45,0,0,0,Collision,Low,Birmingham,Sedan,settled,Moderate,Female,Unemployed,Driver,Minor
223243,0,0,36,11,8957,17,162,1,0,1,Theft,Medium,London,Sedan,settled,Catastrophic,Female,Employed,Driver,Minor
922,0,0,65,3,13351,43,59,2,0,0,Vandalism,Low,Liverpool,Sedan,settled,Minor,Female,Employed,Pedestrian,Serious
7881,0,0,20,3,8780,0,460,0,2,0,Weather,High,Cardiff,SUV,settled,Moderate,Male,Self-Employed,Pedestrian,Minor
4092,1,0,53,0,12761,31,86,0,0,0,Theft,Low,Leeds,Motorcycle,settled,Minor,Female,Self-Employed,Unknown,No Injury
3148,0,0,62,14,12123,42,47,5,0,1,Theft,Low,Bristol,Hatchback,settled,Minor,Female,Self-Employed,Unknown,No Injury
8843,0,0,23,13,12402,2,92,2,2,1,Collision,Low,Cardiff,Coupe,settled,Major,Male,Employed,Unknown,No Injury
12327,0,0,40,11,11318,19,77,0,0,1,Theft,Low,Glasgow,Van,settled,Moderate,Female,Employed,Unknown,No Injury
2913,0,1,57,15,11570,39,37,0,0,1,Collision,Low,Glasgow,Hatchback,settled,Minor,Female,Self-Employed,Unknown,No Injury
2632,1,0,21,12,11116,3,45,3,2,1,Collision,Low,Edinburgh,Hatchback,settled,Minor,Male,Student,Unknown,No Injury
1394,0,0,65,20,2298,44,116,30,0,1,Collision,Low,Manchester,Sedan,settled,Minor,Male,Retired,Unknown,No Injury
14061,0,0,19,12,15242,0,165,2,2,1,Fire,Medium,Manchester,Van,settled,Minor,Male,Student,Unknown,No Injury
103689,0,0,64,2,15503,46,133,0,0,0,Collision,Medium,Liverpool,SUV,settled,Catastrophic,Female,Employed,Unknown,No Injury
14549,0,0,38,12,8121,16,37,0,0,1,Fire,Low,Leeds,Sedan,settled,Minor,Male,Self-Employed,Unknown,No Injury
2429,0,0,28,4,8782,9,32,0,0,0,Collision,Low,Liverpool,Hatchback,settled,Minor,Female,Unemployed,Unknown,No Injury
11438,0,0,26,10,20947,8,79,1,0,0,Collision,Low,Birmingham,Sedan,settled,Major,Male,Unemployed,Unknown,No Injury
40222,0,1,42,15,5872,22,371,0,0,1,Other,High,Liverpool,Hatchback,settled,Severe,Male,Employed,Unknown,No Injury
14919,0,0,21,11,14413,0,90,2,2,1,Fire,Low,Cardiff,Sedan,settled,Minor,Female,Employed,Unknown,No Injury
1171,0,0,71,13,16861,50,1117,0,0,1,Collision,Low,Manchester,Hatchback,open,Minor,Male,Retired,Driver,Serious
2779,0,1,44,19,13073,23,54,0,0,1,Collision,Low,Newcastle,Hatchback,settled,Minor,Female,Employed,Unknown,No Injury
6423,0,0,45,2,7810,25,59,0,0,0,Theft,Low,Liverpool,SUV,settled,Minor,Female,Employed,Unknown,No Injury
10573,0,1,42,9,11037,24,115,2,0,0,Other,Medium,Leeds,Coupe,settled,Major,Male,Student,Pedestrian,Serious
1630,0,0,52,20,12569,31,78,1,0,1,Collision,Low,London,Hatchback,settled,Minor,Male,Employed,Unknown,No Injury
11658,0,0,55,10,11825,35,59,3,0,0,Collision,Low,Edinburgh,Sedan,settled,Major,Female,Unemployed,Unknown,No Injury
5151,0,0,70,20,17021,52,77,0,0,1,Theft,Low,Cardiff,Hatchback,settled,Minor,Male,Retired,Unknown,No Injury
4976,0,0,77,2,13629,59,34,1,0,0,Collision,Low,Glasgow,Van,settled,Moderate,Female,Retired,Driver,Serious
2095,0,0,36,9,9812,15,58,0,0,0,Collision,Low,Manchester,Coupe,settled,Minor,Female,Self-Employed,Unknown,No Injury
1558,0,0,38,11,9089,18,59,0,0,1,Collision,Low,London,Van,settled,Minor,Male,Unemployed,Unknown,No Injury
8205,0,0,32,16,20172,10,65,0,0,1,Theft,Low,London,Sedan,settled,Moderate,Female,Self-Employed,Unknown,No Injury
2733,0,0,40,19,10617,20,68,0,0,1,Collision,Low,Newcastle,Sedan,settled,Minor,Female,Employed,Unknown,No Injury
5024,0,0,36,6,9987,18,67,0,0,0,Theft,Low,Manchester,SUV,settled,Minor,Female,Employed,Driver,Minor
1968,0,0,64,17,4257,43,36,3,0,1,Collision,Low,Leeds,Coupe,settled,Minor,Female,Employed,Pedestrian,Minor
33187,0,0,32,18,15935,11,206,0,0,1,Collision,High,Birmingham,Sedan,settled,Severe,Female,Employed,Driver,Serious
4966,0,0,63,1,14871,41,445,3,0,0,Collision,High,London,Coupe,settled,Moderate,Male,Employed,Unknown,No Injury
2402,0,0,39,4,15039,20,61,0,0,0,Collision,Low,Liverpool,Sedan,settled,Minor,Male,Self-Employed,Unknown,No Injury
2073,0,0,40,2,10739,22,121,3,0,0,Collision,Medium,Glasgow,Coupe,settled,Minor,Male,Employed,Pedestrian,Serious
3887,0,0,77,3,10697,55,914,0,0,0,Collision,Low,Manchester,Sedan,open,Moderate,Female,Retired,Pedestrian,Minor
4755,0,0,55,7,12913,33,63,2,0,0,Collision,Low,Birmingham,Hatchback,settled,Moderate,Male,Employed,Unknown,No Injury
9521,0,0,78,7,15637,58,63,0,0,0,Other,Low,Birmingham,SUV,settled,Major,Male,Retired,Driver,Minor
1026,0,0,40,13,12869,21,30,0,0,1,Vandalism,Low,Newcastle,Sedan,settled,Minor,Female,Employed,Unknown,No Injury
11852,0,0,57,4,12563,39,169,0,0,0,Collision,Medium,Birmingham,Hatchback,settled,Major,Male,Employed,Pedestrian,Minor
3607,0,0,79,4,10993,60,83,1,0,0,Collision,Low,Glasgow,Sedan,settled,Minor,Female,Self-Employed,Unknown,No Injury
13974,0,1,30,16,13390,9,49,5,0,1,Theft,Low,Liverpool,Hatchback,settled,Moderate,Female,Unemployed,Pedestrian,Minor
1721,0,0,65,4,9547,46,90,2,0,0,Vandalism,Low,London,Sedan,settled,Minor,Female,Retired,Unknown,No Injury
2244,0,0,57,15,16554,37,33,0,0,1,Collision,Low,Glasgow,Hatchback,settled,Minor,Male,Self-Employed,Driver,Minor
2247,0,0,45,5,15145,25,84,1,0,0,Collision,Low,Manchester,Hatchback,settled,Minor,Male,Employed,Unknown,No Injury
1641,0,0,56,17,15235,34,62,0,0,1,Collision,Low,Cardiff,Sedan,settled,Minor,Female,Self-Employed,Pedestrian,Minor
2289,0,1,65,7,19746,47,82,0,0,0,Vandalism,Low,London,Motorcycle,settled,Moderate,Male,Retired,Unknown,No Injury
5067,0,0,25,17,13140,6,33,0,0,1,Theft,Low,Edinburgh,SUV,settled,Minor,Male,Employed,Pedestrian,Serious
2213,0,0,45,2,7810,25,61,0,0,0,Collision,Low,Liverpool,SUV,settled,Minor,Female,Employed,Passenger,Minor
4426,0,0,39,8,22883,18,1019,0,0,0,Collision,Low,Manchester,Van,open,Moderate,Male,Self-Employed,Unknown,No Injury
2106,0,0,41,5,19423,21,56,0,0,0,Collision,Low,London,Sedan,settled,Minor,Male,Employed,Unknown,No Injury
2660,0,0,25,12,11479,5,86,0,0,1,Collision,Low,Bristol,Coupe,settled,Minor,Male,Student,Unknown,No Injury
7654,0,0,44,17,10954,26,74,0,0,1,Weather,Medium,Cardiff,Hatchback,settled,Moderate,Female,Employed,Passenger,Minor
1940,0,1,73,9,17386,53,35,0,0,0,Collision,Low,London,Hatchback,settled,Minor,Female,Retired,Driver,Minor
12239,0,1,24,16,15195,3,122,3,2,1,Collision,Medium,Leeds,Coupe,settled,Major,Male,Employed,Unknown,No Injury
2098,0,0,58,8,11925,40,32,0,0,0,Weather,Low,Newcastle,Sedan,settled,Minor,Male,Employed,Passenger,Minor
8140,0,0,71,17,9475,50,65,1,0,1,Weather,Low,London,Hatchback,settled,Moderate,Female,Retired,Unknown,No Injury
4149,0,0,50,3,13541,30,93,3,0,0,Collision,Low,Newcastle,Hatchback,settled,Moderate,Male,Self-Employed,Unknown,No Injury
1798,0,0,73,8,9416,51,38,4,0,0,Collision,Low,London,Motorcycle,settled,Minor,Male,Retired,Pedestrian,Minor
1850,0,0,56,5,8636,37,76,0,0,0,Collision,Low,Newcastle,Coupe,settled,Minor,Female,Unemployed,Unknown,No Injury
2241,0,0,29,7,14346,9,38,4,0,0,Other,Low,Liverpool,Coupe,settled,Minor,Female,Self-Employed,Unknown,No Injury
4969,1,0,69,13,14433,50,95,3,0,1,Collision,Low,Cardiff,Hatchback,settled,Moderate,Male,Retired,Unknown,No Injury
1580,0,0,26,15,14848,6,79,1,0,1,Vandalism,Low,Birmingham,Coupe,settled,Minor,Male,Employed,Unknown,No Injury
7908,0,1,43,9,18408,23,71,0,0,0,Collision,Low,Newcastle,Van,settled,Major,Female,Employed,Passenger,Minor
4985,0,0,24,18,15554,4,37,0,2,1,Weather,Low,Glasgow,Van,settled,Minor,Female,Employed,Unknown,No Injury
92748,0,0,34,6,8803,12,107,3,0,0,Fire,Medium,Glasgow,Sedan,settled,Major,Female,Employed,Unknown,No Injury
4056,0,0,36,13,10243,15,85,2,0,1,Theft,Low,Liverpool,Hatchback,settled,Minor,Female,Employed,Unknown,No Injury
80189,0,1,22,14,15183,3,131,0,2,1,Fire,Medium,London,Hatchback,settled,Major,Male,Unemployed,Driver,Minor
4705,0,0,60,17,12104,42,79,3,0,1,Theft,Low,Liverpool,Sedan,settled,Minor,Male,Retired,Unknown,No Injury
1073,0,0,33,14,15061,12,37,2,0,1,Collision,Low,Liverpool,Sedan,settled,Minor,Male,Employed,Unknown,No Injury
2687,0,0,55,4,10993,36,170,0,0,0,Vandalism,Medium,Cardiff,Van,settled,Moderate,Male,Self-Employed,Driver,Minor
4887,0,0,42,16,14365,22,-502,0,0,1,Collision,Low,Leeds,Hatchback,open,Moderate,Male,Employed,Driver,Minor
3981,0,0,32,0,8046,13,303,4,0,0,Weather,Low,Bristol,Van,open,Minor,Female,Unemployed,Unknown,No Injury
89118,0,0,71,4,2958,52,75,2,0,0,Fire,Medium,Cardiff,Hatchback,settled,Major,Female,Retired,Unknown,No Injury
10316,1,0,26,3,15785,6,32,0,0,0,Theft,Low,Newcastle,Sedan,settled,Moderate,Female,Employed,Pedestrian,Minor
3113,1,0,66,0,12961,46,82,5,0,0,Other,Low,Cardiff,Van,settled,Minor,Female,Retired,Unknown,No Injury
3601,0,0,57,18,12738,37,87,3,0,1,Collision,Low,Glasgow,Motorcycle,settled,Minor,Female,Self-Employed,Unknown,No Injury
1435,0,0,32,4,12068,12,108,7,0,0,Collision,Medium,Cardiff,Sedan,settled,Minor,Female,Employed,Unknown,No Injury
3798,0,0,31,19,11571,13,65,0,0,1,Weather,Low,Glasgow,SUV,settled,Minor,Female,Self-Employed,Unknown,No Injury
2214,0,0,38,8,12370,16,416,0,0,0,Collision,Low,Edinburgh,Sedan,open,Minor,Male,Employed,Unknown,No Injury
9304,0,0,61,1,11195,41,72,1,0,0,Collision,Low,Bristol,SUV,settled,Major,Male,Employed,Unknown,No Injury
70393,0,0,46,19,16228,26,34,2,0,1,Fire,Low,Bristol,Coupe,settled,Moderate,Male,Employed,Unknown,No Injury
5996,0,0,49,6,4883,28,88,2,0,0,Theft,Low,Leeds,Sedan,settled,Minor,Female,Self-Employed,Unknown,No Injury
11399,0,0,69,12,5047,50,97,0,0,1,Collision,Low,Birmingham,Sedan,settled,Major,Female,Unemployed,Unknown,No Injury
13518,0,0,34,7,14459,12,49,2,0,0,Theft,Low,Leeds,Sedan,settled,Moderate,Female,Unemployed,Unknown,No Injury
9211,0,0,64,9,6478,44,58,0,0,0,Weather,Low,Manchester,Coupe,settled,Moderate,Male,Self-Employed,Passenger,Minor
7181,0,0,18,9,16356,0,177,0,2,0,Other,Medium,Manchester,Coupe,settled,Moderate,Male,Student,Passenger,Minor
5478,0,0,78,18,8602,58,69,2,0,1,Collision,Low,Manchester,SUV,settled,Moderate,Female,Retired,Pedestrian,Serious
4107,0,0,59,12,14932,38,81,1,0,1,Vandalism,Low,Glasgow,Hatchback,settled,Moderate,Female,Self-Employed,Unknown,No Injury
2285,0,1,77,14,8744,55,486,0,0,1,Collision,Low,Newcastle,Van,open,Minor,Female,Retired,Unknown,No Injury
2347,0,0,72,10,9262,52,70,0,0,0,Weather,Low,Edinburgh,Sedan,settled,Minor,Male,Retired,Unknown,No Injury
11224,0,0,21,1,3555,1,126,1,2,0,Other,Medium,Birmingham,Motorcycle,settled,Moderate,Female,Unemployed,Unknown,No Injury
2005,0,0,30,8,8060,8,50,1,0,0,Collision,Low,Bristol,SUV,settled,Minor,Male,Employed,Passenger,Minor
4799,0,0,53,10,9962,31,81,0,0,0,Theft,Low,Liverpool,Sedan,settled,Minor,Male,Employed,Unknown,No Injury
2289,0,0,28,19,12613,9,83,0,0,1,Collision,Low,Bristol,Van,settled,Minor,Female,Self-Employed,Unknown,No Injury
3265,0,1,34,19,20741,14,84,2,0,1,Other,Low,Birmingham,Coupe,settled,Minor,Male,Self-Employed,Unknown,No Injury
14021,0,1,35,0,13711,17,62,1,0,0,Fire,Low,Manchester,Hatchback,settled,Minor,Female,Employed,Unknown,No Injury
142210,0,0,63,1,14871,41,356,4,0,0,Collision,High,London,Coupe,settled,Catastrophic,Male,Employed,Passenger,Minor
71008,0,0,64,11,12341,42,276,1,0,1,Fire,High,Glasgow,Sedan,settled,Major,Female,Employed,Unknown,No Injury
3392,0,0,44,13,12492,25,38,3,0,1,Weather,Low,London,SUV,settled,Minor,Male,Employed,Pedestrian,Minor
4736,0,0,51,6,11207,33,99,6,0,0,Other,Low,Liverpool,SUV,settled,Moderate,Male,Employed,Pedestrian,Minor
6691,0,0,61,18,15035,43,62,1,0,1,Vandalism,Low,Liverpool,SUV,settled,Major,Male,Self-Employed,Unknown,No Injury
42649,0,1,22,6,12928,0,203,2,2,0,Collision,Medium,Cardiff,SUV,settled,Severe,Male,Student,Unknown,No Injury
8980,0,0,29,9,10742,7,124,0,0,0,Collision,Medium,Edinburgh,Sedan,settled,Major,Female,Employed,Unknown,No Injury
10921,0,1,37,1,13009,18,109,0,0,0,Other,Low,Birmingham,Sedan,settled,Major,Female,Employed,Unknown,No Injury
3900,1,0,38,6,17321,18,72,1,0,0,Collision,Low,Manchester,Hatchback,settled,Moderate,Male,Student,Unknown,No Injury
14511,0,0,68,12,11115,47,73,0,0,1,Fire,Low,Manchester,Sedan,settled,Minor,Female,Unemployed,Unknown,No Injury
18703,0,0,79,1,9106,60,112,3,0,0,Weather,Medium,Liverpool,Hatchback,settled,Major,Female,Retired,Driver,Minor
21123,0,0,41,2,13553,21,558,0,0,0,Other,High,Leeds,Sedan,settled,Major,Male,Self-Employed,Unknown,No Injury
10530,0,0,42,0,10785,24,59,2,0,0,Theft,Low,Edinburgh,Sedan,settled,Moderate,Female,Self-Employed,Unknown,No Injury
9138,0,0,72,7,9071,50,179,2,0,0,Collision,Medium,Bristol,Sedan,settled,Major,Male,Retired,Unknown,No Injury
36667,1,0,23,17,12076,2,500,0,2,1,Collision,High,Liverpool,SUV,settled,Severe,Male,Employed,Passenger,Minor
5494,0,0,71,20,5434,53,65,1,0,1,Theft,Low,Bristol,Hatchback,settled,Minor,Male,Retired,Unknown,No Injury
22844,0,0,51,16,12850,30,97,2,0,1,Weather,Low,Leeds,Hatchback,settled,Major,Male,Employed,Unknown,No Injury
13153,0,0,66,20,13450,47,187,2,0,1,Collision,Medium,Leeds,Hatchback,settled,Major,Female,Retired,Unknown,No Injury
1654,0,0,44,13,12492,25,69,2,0,1,Collision,Low,London,SUV,settled,Minor,Male,Employed,Unknown,No Injury
2484,1,1,22,9,12275,0,118,6,2,0,Weather,Medium,Newcastle,Van,settled,Minor,Male,Student,Unknown,No Injury
2257,0,0,43,10,9986,25,74,2,0,0,Collision,Low,Leeds,Hatchback,settled,Minor,Male,Self-Employed,Unknown,No Injury
34883,0,0,45,15,13620,26,112,1,0,1,Theft,Medium,Leeds,SUV,settled,Major,Male,Employed,Unknown,No Injury
2453,0,0,69,9,11746,48,77,1,0,0,Collision,Low,Manchester,Van,settled,Minor,Female,Retired,Unknown,No Injury
2288,0,0,63,19,13173,44,59,7,0,1,Collision,Low,Leeds,Sedan,settled,Minor,Male,Self-Employed,Unknown,No Injury
30319,0,1,59,0,18451,38,71,1,0,0,Other,Low,Liverpool,Hatchback,settled,Severe,Female,Employed,Unknown,No Injury
2869,0,0,26,17,14858,6,54,3,0,1,Weather,Low,London,Sedan,settled,Minor,Male,Employed,Unknown,No Injury
10808,0,0,78,14,19442,60,151,0,0,1,Collision,Medium,London,Sedan,settled,Major,Female,Employed,Pedestrian,Minor
2280,0,0,61,1,10038,43,41,4,0,0,Collision,Low,Birmingham,Hatchback,settled,Minor,Female,Employed,Unknown,No Injury
5364,0,0,29,10,11578,7,117,0,0,0,Collision,Medium,London,Hatchback,settled,Moderate,Female,Employed,Unknown,No Injury
5244,0,0,30,8,16909,10,66,0,0,0,Collision,Low,Bristol,Coupe,settled,Moderate,Female,Employed,Unknown,No Injury
4750,0,0,22,0,14067,2,131,6,2,0,Collision,Medium,London,Sedan,settled,Moderate,Male,Student,Unknown,No Injury
2445,0,0,72,17,12387,50,57,2,0,1,Collision,Low,Manchester,Sedan,settled,Minor,Male,Retired,Unknown,No Injury
921,0,0,66,13,5425,46,84,4,0,1,Vandalism,Low,Edinburgh,SUV,settled,Minor,Male,Retired,Unknown,No Injury
5048,0,0,78,15,22093,59,55,0,0,1,Weather,Low,Edinburgh,Motorcycle,settled,Minor,Male,Retired,Unknown,No Injury
8890,0,0,56,1,11853,37,89,0,0,0,Theft,Low,Newcastle,SUV,settled,Minor,Female,Employed,Unknown,No Injury
4256,0,0,52,17,16730,30,71,4,0,1,Theft,Low,Leeds,SUV,settled,Minor,Male,Retired,Unknown,No Injury
4724,0,0,25,12,14267,4,64,1,1,1,Collision,Low,Liverpool,Sedan,settled,Moderate,Female,Employed,Unknown,No Injury
2227,0,0,43,6,3136,23,249,0,0,0,Collision,Low,Birmingham,SUV,open,Minor,Male,Employed,Unknown,No Injury
10056,0,0,56,6,11489,36,123,0,0,0,Collision,Medium,Bristol,Sedan,settled,Major,Female,Retired,Unknown,No Injury
40050,0,0,67,6,10553,46,156,0,0,0,Collision,Medium,Manchester,Coupe,settled,Severe,Female,Retired,Driver,Minor
4254,0,0,56,5,9184,38,65,0,0,0,Collision,Low,Newcastle,Van,settled,Moderate,Female,Unemployed,Unknown,No Injury
14277,0,0,37,17,8280,19,156,0,0,1,Other,Medium,Leeds,Van,settled,Major,Female,Self-Employed,Unknown,No Injury
5299,0,0,29,19,6130,10,82,1,0,1,Collision,Low,Birmingham,Sedan,settled,Moderate,Female,Employed,Unknown,No Injury
167132,0,0,24,17,9374,4,158,1,2,1,Theft,Medium,Bristol,Hatchback,settled,Severe,Female,Self-Employed,Unknown,No Injury
6890,0,0,64,16,8542,46,83,0,0,1,Collision,Low,Manchester,Hatchback,settled,Moderate,Female,Employed,Unknown,No Injury
35589,0,0,25,9,8108,5,332,1,0,0,Theft,High,Newcastle,Hatchback,settled,Major,Male,Employed,Unknown,No Injury
4236,0,0,22,1,11603,1,75,2,2,0,Weather,Low,Edinburgh,SUV,settled,Minor,Male,Student,Unknown,No Injury
8522,0,0,45,6,7366,24,76,0,0,0,Weather,Medium,Cardiff,Sedan,settled,Moderate,Female,Student,Driver,Minor
6529,0,0,49,13,9404,30,83,0,0,1,Theft,Low,Glasgow,Sedan,settled,Minor,Female,Employed,Unknown,No Injury
56669,0,0,43,11,14088,21,377,6,0,1,Weather,High,Cardiff,Sedan,settled,Severe,Male,Employed,Unknown,No Injury
1795,0,0,76,18,12870,55,101,2,0,1,Collision,Medium,Edinburgh,Hatchback,settled,Minor,Male,Retired,Passenger,Minor
64432,0,0,61,0,21801,43,115,0,0,0,Weather,Medium,Glasgow,Hatchback,settled,Severe,Male,Employed,Driver,Minor
6820,0,0,27,13,11886,9,97,7,0,1,Theft,Low,Birmingham,Hatchback,settled,Minor,Female,Unemployed,Unknown,No Injury
4603,0,0,44,20,13715,26,184,1,0,1,Vandalism,Medium,Birmingham,Sedan,settled,Major,Female,Employed,Unknown,No Injury
1126,0,0,78,3,12078,59,90,1,0,0,Vandalism,Low,Edinburgh,Hatchback,settled,Minor,Female,Employed,Unknown,No Injury
